id,name,full_name,updated_at,created_at,pushed_at,size,stargazers_count,forks_count,open_issues_count,default_branch,head
252440219,MCHPRS,MCHPR/MCHPRS,2022-10-23T14:56:31Z,2020-04-02T11:47:54Z,2022-10-23T03:43:15Z,14786,1053,49,20,master,1f4e5c0f1f945a573c3e8db8a1496c682f134a5e
1759835,shadow,shadow/shadow,2022-10-21T05:39:36Z,2011-05-17T08:18:57Z,2022-10-21T18:30:43Z,26267,1052,221,122,main,a55ead1761d42ac951cc6b939c317dfa7478b102
72307650,redis-cell,brandur/redis-cell,2022-10-22T16:02:45Z,2016-10-29T20:27:06Z,2022-08-06T21:34:04Z,227,1048,68,9,master,bada85d5df0908a8372b4081845ef464a5702125
385751793,ariadne,zesterer/ariadne,2022-10-22T17:22:33Z,2021-07-13T22:37:03Z,2022-10-12T12:29:11Z,161,1047,28,30,main,21b54f48350f7df5aeebba4fdf60492b249ba98e
151319446,mundane,google/mundane,2022-10-18T03:23:22Z,2018-10-02T20:32:44Z,2020-03-27T20:09:47Z,851,1046,45,10,master,b5c617186bbf1b0312008a1574a86e9c7122fd39
474176747,high-assurance-rust,tnballo/high-assurance-rust,2022-10-23T11:38:43Z,2022-03-25T22:07:47Z,2022-09-26T11:28:45Z,6452,1044,24,1,main,f2434416d6d3b24c7dbd4f92531a05ffea222909
439844650,moonwalk,mufeedvh/moonwalk,2022-10-23T13:49:28Z,2021-12-19T11:24:00Z,2022-10-08T05:05:36Z,35,1041,102,3,master,68d5be14be7ebbab6c4b91adc8d7fc46d9430bc9
138089001,cargo-geiger,rust-secure-code/cargo-geiger,2022-10-23T14:56:16Z,2018-06-20T21:43:55Z,2022-10-21T02:39:33Z,1822,1039,53,44,master,a6636d56406b137d08a9c69eb7a38143a4b35854
133449383,holochain-rust,holochain/holochain-rust,2022-10-21T23:51:18Z,2018-05-15T02:42:12Z,2021-03-30T20:44:05Z,226585,1039,278,316,develop,d4ef8618e1966ea13a9b25eceeb9c5874fd59593
449541992,rui,audulus/rui,2022-10-21T00:57:22Z,2022-01-19T04:06:54Z,2022-10-19T23:42:02Z,1856,1039,18,11,main,ae88df23396337b066e3299046423e280acee6a1
161224066,ink,paritytech/ink,2022-10-22T06:45:52Z,2018-12-10T19:12:22Z,2022-10-23T18:44:23Z,302687,1039,331,138,master,c083c8ca77e556ea209ee7b38a94c6c506b15663
192826426,cs431,kaist-cp/cs431,2022-10-23T06:57:10Z,2019-06-20T01:18:09Z,2022-10-21T08:19:12Z,292,1035,93,23,main,5ba2269aea23972a8b9eb266fecde79dc9f3f9b6
21056223,toml-rs,toml-rs/toml-rs,2022-10-20T14:51:30Z,2014-06-21T00:06:20Z,2022-09-23T17:06:21Z,2265,1034,204,1,master,464e7153879be75965eb067062cc8cc6743b7eb6
159458655,rust-quiz,dtolnay/rust-quiz,2022-10-23T03:27:21Z,2018-11-28T07:04:13Z,2022-10-08T04:50:04Z,435,1028,32,4,master,3078842763a7c8ee567263beff7ed3027280778c
158225088,ckb,nervosnetwork/ckb,2022-10-21T23:53:36Z,2018-11-19T13:11:16Z,2022-10-22T14:38:48Z,30465,1028,190,17,develop,5288e8a45883062a63bead397e858e3739544402
543573605,frui,fruiframework/frui,2022-10-23T17:55:00Z,2022-09-30T11:43:30Z,2022-10-21T05:55:48Z,258,1028,16,2,main,c5b903853147625a179deb53f959d6caf43f65d1
148563979,naga,gfx-rs/naga,2022-10-23T13:50:20Z,2018-09-13T01:26:50Z,2022-10-23T16:05:33Z,7111,1027,144,221,master,d974f2f832681366e9e6d99c4c3b0096b37efcdd
412884813,clean-dns-bpf,ihciah/clean-dns-bpf,2022-10-19T09:46:56Z,2021-10-02T18:49:53Z,2021-12-05T04:37:26Z,13,1026,60,11,master,ff3281180e6de2a9d5b9c7914f8fa16c2edf87d7
45360444,jsonwebtoken,Keats/jsonwebtoken,2022-10-23T12:10:40Z,2015-11-01T22:35:34Z,2022-10-23T12:19:26Z,324,1025,177,9,master,4ae383859eef2445b068fcce6bd6279a27b79e8e
291390714,canvas,Brooooooklyn/canvas,2022-10-23T16:51:21Z,2020-08-30T03:08:40Z,2022-10-23T15:02:47Z,45746,1023,42,28,main,645de753e37048790d99aa69b3594db315b54e4d
76324529,lopdf,J-F-Liu/lopdf,2022-10-19T07:17:26Z,2016-12-13T05:05:53Z,2022-10-12T15:18:03Z,7209,1023,102,59,master,012058155b140e3ceb76735b4eb7f1d75b2f2d32
72286208,rust-rdkafka,fede1024/rust-rdkafka,2022-10-22T15:25:17Z,2016-10-29T13:23:35Z,2022-09-25T05:45:57Z,14777,1021,187,35,master,fe99e1fb18433debc5ba6ca811de983c535e1804
271888852,cloudformation-guard,aws-cloudformation/cloudformation-guard,2022-10-23T06:38:40Z,2020-06-12T20:56:45Z,2022-10-19T00:28:31Z,8205,1017,138,65,main,eb02492ea7963970fe2a46480cb53a58831f55ce
60837945,josh,josh-project/josh,2022-10-20T13:51:15Z,2016-06-10T09:45:46Z,2022-10-21T10:46:38Z,6809,1015,38,34,master,ba3d7cf6f66a3407277811b7cda64287ee127bb0
197134490,frawk,ezrosent/frawk,2022-10-22T17:13:56Z,2019-07-16T06:32:40Z,2022-07-24T05:59:05Z,2007,1014,22,20,master,bc70630c0c0bb72c5595f46ca1ea7f3f1add5576
19034892,zinc,hackndev/zinc,2022-10-22T21:36:37Z,2014-04-22T15:26:30Z,2019-07-06T08:32:36Z,2335,1012,108,63,master,63826151df91f87c2195c9f2c5f6422f275d3191
157422219,occlum,occlum/occlum,2022-10-21T04:28:29Z,2018-11-13T17:49:56Z,2022-10-22T01:08:53Z,4325,1011,173,115,master,85fa88fc00f58d3ffebd12482c2575e555ab6705
121427492,cargo-asm,gnzlbg/cargo-asm,2022-10-15T09:44:30Z,2018-02-13T19:38:49Z,2022-02-11T16:10:19Z,367,1007,36,53,master,577f890ebd4a09c8265710261e976fe7bfce8668
453485519,pgcat,levkk/pgcat,2022-10-20T22:44:40Z,2022-01-29T18:34:44Z,2022-10-17T17:55:41Z,532,1006,19,22,main,19f635881ab141ac5e3248525d460260aa2be85b
243159176,rust-design-pattern,lpxxn/rust-design-pattern,2022-10-22T04:10:56Z,2020-02-26T03:26:00Z,2021-07-15T09:03:21Z,68,1006,89,4,master,d020c4641af0b272a7984fdacb45af0827dfac57
31986253,sysinfo,GuillaumeGomez/sysinfo,2022-10-23T18:19:15Z,2015-03-10T22:54:41Z,2022-10-23T15:49:50Z,1947,1003,169,44,master,628d60b9feb063012043000349f65c3b243a7ba0
176960093,lorri,target/lorri,2022-10-16T06:15:54Z,2019-03-21T14:19:35Z,2022-06-17T01:37:22Z,2084,998,71,147,master,f3ac576d660ceb587d7692a993088cf78e881fc0
200122012,fontdue,mooman219/fontdue,2022-10-23T09:08:08Z,2019-08-01T21:34:19Z,2022-09-16T02:03:57Z,36113,997,48,21,master,74257022c1d3fbbd6090e74c8e5fb693c22a64e9
295245253,geph4-client,geph-official/geph4-client,2022-10-23T19:13:32Z,2020-09-13T22:01:51Z,2022-10-22T03:48:31Z,2473,997,129,33,master,efde172b945bbcce351c15ecdd2c5c84efb4f32e
107003512,ternimal,p-e-w/ternimal,2022-10-21T02:16:29Z,2017-10-15T10:44:21Z,2018-11-19T08:05:21Z,40,996,33,12,master,e7953b4f80e514899e0920f0e36bb3141b685122
15500883,rust-openssl,sfackler/rust-openssl,2022-10-21T19:47:56Z,2013-12-28T23:56:50Z,2022-10-22T13:31:47Z,10889,995,592,103,master,bbdcaf7c69b66683b34c13f75eaa634e8710efcf
83947369,cortex-m-rtic,rtic-rs/cortex-m-rtic,2022-10-19T22:33:51Z,2017-03-05T05:28:17Z,2022-10-12T18:11:03Z,12309,993,139,29,master,a79cc083803d126d90d1bb28af61dc6b168a0d41
274977053,ajour,ajour/ajour,2022-10-23T04:17:13Z,2020-06-25T17:33:05Z,2022-06-17T01:43:44Z,29719,992,86,36,master,2cd0324cfcab16d50d2be15c29cac67b97fc61d5
103874990,WSL-Hello-sudo,nullpo-head/WSL-Hello-sudo,2022-10-23T05:17:23Z,2017-09-18T01:05:26Z,2022-07-06T20:08:06Z,1692,990,28,23,master,75ea67c0b374f7d19fb7bc35282863ba38d13eef
438971689,bazuka,zeeka-network/bazuka,2022-10-23T20:13:21Z,2021-12-16T11:53:27Z,2022-10-23T19:55:25Z,1341,989,385,2,master,69031b1891d4ccd95d57eab3903e66905cc31db7
164271033,vgtk,bodil/vgtk,2022-10-18T22:39:25Z,2019-01-06T03:12:19Z,2022-02-16T12:49:01Z,24190,988,34,25,master,6c152c392d1b8286b86a7861ce84259598cedef7
140782188,joshuto,kamiyaa/joshuto,2022-10-22T22:11:45Z,2018-07-13T01:38:29Z,2022-10-21T18:30:45Z,9798,987,58,22,main,dabcffdc32f1bd5e7d074ea2006fc485e65fcd3e
186402701,gtk4-rs,gtk-rs/gtk4-rs,2022-10-23T17:25:46Z,2019-05-13T11:01:46Z,2022-10-23T20:19:05Z,83849,987,108,73,master,dd4d418dfe8872bacfe210b34b683530548b5d63
54234138,rust-crdt,rust-crdt/rust-crdt,2022-10-21T09:54:45Z,2016-03-18T22:03:02Z,2022-09-06T20:02:01Z,685,986,45,17,master,351bf0d96b8615f20a66e5fa3d598a27cea6e2d2
61877861,calamine,tafia/calamine,2022-10-23T10:58:22Z,2016-06-24T10:44:23Z,2022-10-20T11:56:34Z,5268,986,103,29,master,d450d34e626aed0548f4ff8c90dfe180b6b8037b
254325041,regex2fat,8051Enthusiast/regex2fat,2022-10-18T07:08:18Z,2020-04-09T09:16:42Z,2022-07-20T11:21:04Z,24,985,15,9,master,a3770b033e8e6104ed32f0beb20b0e3620895ee3
92643295,fantoccini,jonhoo/fantoccini,2022-10-23T09:12:24Z,2017-05-28T06:08:37Z,2022-10-15T20:13:08Z,765,983,83,17,main,d60a41db3f830979c2146f2f0bb7c7adb9bd9c4f
54798445,xargo,japaric/xargo,2022-10-21T15:57:25Z,2016-03-26T20:35:55Z,2022-09-15T17:04:07Z,695,983,100,59,master,68e0ca57cd90837fe02f262f074182f9cfeb6227
234056415,passerine,vrtbl/passerine,2022-10-19T23:51:35Z,2020-01-15T10:31:46Z,2022-07-23T19:22:34Z,1300,982,33,20,master,40489aae614fb2eb7a1d56a13604a56415e873a5
129563456,human-panic,rust-cli/human-panic,2022-10-22T16:19:31Z,2018-04-15T00:03:08Z,2022-08-18T19:24:46Z,112,982,43,18,master,ffe447a2c66b41b338edb440470c42050bbc0dd5
93896299,embedded-hal,rust-embedded/embedded-hal,2022-10-23T11:22:45Z,2017-06-09T20:57:29Z,2022-10-23T16:20:37Z,1222,981,131,100,master,c7433b04a2299581f9d21af218803d46bd3037ab
12371696,cgmath,rustgd/cgmath,2022-10-20T14:20:40Z,2013-08-26T05:16:44Z,2022-10-23T17:42:47Z,3347,981,152,63,master,d5e765db61cf9039cb625a789a59ddf6b6ab2337
269959476,fclones,pkolaczk/fclones,2022-10-22T14:27:29Z,2020-06-06T11:24:29Z,2022-10-01T11:41:02Z,546,979,39,15,main,0fcad39914323bddc5268f8532f1e21cfb32b3ca
118469706,wasmi,paritytech/wasmi,2022-10-23T09:27:34Z,2018-01-22T14:41:58Z,2022-10-23T15:47:18Z,7405,979,191,21,master,0c65cf4fb8a4f2616cc4625845f33af23d5b451c
65657180,polaris,agersant/polaris,2022-10-20T17:04:46Z,2016-08-14T08:28:45Z,2022-08-30T18:47:16Z,20143,977,64,21,master,f5a2eed423922b59bb9d934a56b3083b2a477d44
420965027,cnosdb,cnosdb/cnosdb,2022-10-23T14:47:12Z,2021-10-25T09:47:14Z,2022-10-23T14:10:32Z,4278,975,260,61,main,b24d337b7126487e323c76a28c3196a1c0519d62
390161454,copy-translator,zu1k/copy-translator,2022-10-22T08:19:57Z,2021-07-28T00:08:31Z,2022-10-17T09:14:04Z,5889,973,85,2,master,0b887c0d13742f379292b05033f07e379e40de3b
163801282,piet,linebender/piet,2022-10-22T03:40:11Z,2019-01-02T06:09:58Z,2022-10-19T15:41:33Z,1548,970,81,69,master,f467cd460d96e62752cd4a7cc80609279d365e8b
124959629,tower-web,carllerche/tower-web,2022-10-18T00:55:59Z,2018-03-12T22:31:22Z,2019-12-06T22:03:32Z,620,966,54,84,master,563ce5372728b5d44fd29761f9662e00ae1902cc
17276332,rust,exercism/rust,2022-10-23T18:22:46Z,2014-02-28T05:33:52Z,2022-10-23T18:07:12Z,3667,964,406,66,main,cd1057bd9bbd57013f50f0454291ab77ccbc264b
138330481,rustc_codegen_cranelift,bjorn3/rustc_codegen_cranelift,2022-10-20T07:32:12Z,2018-06-22T17:31:42Z,2022-10-23T17:13:33Z,4631,962,62,72,master,266e96785ab71834b917bf474f130a6d8fdecd4b
71467637,void,void-rs/void,2022-10-23T15:17:09Z,2016-10-20T13:46:36Z,2022-06-30T17:18:27Z,2327,960,31,25,main,7d473a7b3ab01e95cf73968ffb19cf9d4adfe68f
404818550,rouille,bnjbvr/rouille,2022-10-23T18:47:07Z,2021-09-09T17:51:04Z,2022-10-13T12:52:15Z,304,960,124,2,principale,14fb08de9b7c5144a95a45d8bf1aedc0dc033ffd
180739777,netease-cloud-music-gtk,gmg137/netease-cloud-music-gtk,2022-10-23T13:07:31Z,2019-04-11T07:36:37Z,2022-10-19T04:32:52Z,1655,960,59,38,master,07a8779f7d943255b49453b18c416d2fe186010d
78967634,juice,spearow/juice,2022-10-22T13:08:46Z,2017-01-14T21:27:49Z,2022-10-23T18:27:53Z,34567,958,75,34,master,2849c96c7eeb58e4049b7055f9db08302059c443
186371129,cargo-deny,EmbarkStudios/cargo-deny,2022-10-21T06:16:32Z,2019-05-13T07:50:05Z,2022-10-18T16:05:28Z,5976,955,48,55,main,ed60d1d348cbaad647525c0007ab0da8a7c7d310
271210496,uniffi-rs,mozilla/uniffi-rs,2022-10-23T12:33:08Z,2020-06-10T07:36:02Z,2022-10-21T09:40:30Z,14828,954,79,121,main,0dc031132d9493ca812c3af6e7dd60ad2ea95bf0
54630945,derive_more,JelteF/derive_more,2022-10-23T07:16:27Z,2016-03-24T09:38:18Z,2022-10-23T17:42:09Z,7911,953,82,47,master,3ab6fcc0ce82d53508e904103b5e70bb280e2f76
217347233,fltk-rs,fltk-rs/fltk-rs,2022-10-23T16:00:45Z,2019-10-24T16:44:19Z,2022-10-21T18:27:52Z,9735,953,77,3,master,847fbb2ad32abe0df835c6bc37eca67c2562bdb2
425736647,massa,massalabs/massa,2022-10-23T20:03:29Z,2021-11-08T07:25:39Z,2022-10-21T16:16:58Z,106557,953,175,176,main,8018c7590e24e6771a5f68e9dd48a9152fbf5764
262460365,sad,ms-jpq/sad,2022-10-22T09:37:38Z,2020-05-09T01:04:12Z,2022-10-23T01:13:03Z,39206,951,14,21,senpai,e3e2228e528382bc2b9d9d1b82fbc8929b127977
53590714,luminance-rs,phaazon/luminance-rs,2022-10-23T11:28:32Z,2016-03-10T14:27:03Z,2022-10-16T22:58:36Z,33381,949,56,41,master,3d1e3fd157db03d801e90c1bf8d3e1a0278c7d1f
216267059,learn-wgpu,sotrh/learn-wgpu,2022-10-23T18:37:12Z,2019-10-19T20:34:17Z,2022-10-20T16:27:03Z,109442,949,187,7,master,4f202d376d0aebe3558992dbfe3e7159f759de4c
365623200,create-rust-app,Wulf/create-rust-app,2022-10-22T16:37:35Z,2021-05-08T22:33:18Z,2022-10-13T00:41:21Z,43920,948,36,22,main,fb60888f82e3642f23e4a00bca1acae9f7f9f823
33324427,crust,maidsafe-archive/crust,2022-09-22T01:40:21Z,2015-04-02T18:16:59Z,2019-06-04T14:33:57Z,99270,947,133,25,master,512a7e5c2542911d3a56da24074fa65441d76725
150013328,redb,cberner/redb,2022-10-23T10:05:13Z,2018-09-23T18:30:14Z,2022-10-23T02:11:07Z,1059,947,31,13,master,e83d100ab4f08e1c5257bda25454d743468e5b9a
161794751,enigma,archseer/enigma,2022-10-23T06:58:34Z,2018-12-14T14:24:50Z,2022-01-12T11:28:33Z,5213,945,37,17,master,b69c4a361dda1779ebed9280fb0919776abc3e9b
234113527,rd,sidkshatriya/rd,2022-10-21T03:08:40Z,2020-01-15T15:40:48Z,2022-06-03T18:52:36Z,3610,945,12,3,master,723046ad66e777313389c79e817dd0fa43a067c5
220185454,salvo,salvo-rs/salvo,2022-10-23T18:48:06Z,2019-11-07T08:18:29Z,2022-10-19T07:03:09Z,4390,945,56,11,main,9268a8b959554cf135ebd45fb5fd2853a7f3560b
404240658,hypercube,hypercube-lab/hypercube,2022-10-03T00:42:07Z,2021-09-08T06:47:07Z,2022-09-05T04:21:54Z,19737,944,212,26,main,ef6337aa9e837346330c4d8f32174cc93ee27a3e
29326047,geo,georust/geo,2022-10-22T07:55:37Z,2015-01-16T01:00:41Z,2022-10-21T14:50:55Z,9811,944,129,88,main,18a9208c7c504a58b11ab5a3cd7caa7186b1c682
86962621,cached,jaemk/cached,2022-10-21T12:31:36Z,2017-04-02T04:23:22Z,2022-10-23T18:36:25Z,418,942,67,29,master,f5911dc3fbc03e1db9f87192eb854fac2ee6ac98
189141778,rucene,zhihu/rucene,2022-10-22T14:55:47Z,2019-05-29T03:10:42Z,2021-07-15T17:04:20Z,1915,942,50,9,master,5b55f842c2bb03beb96898d520e880c180c91adf
547113575,concurrency-programming-via-rust,smallnest/concurrency-programming-via-rust,2022-10-23T19:00:39Z,2022-10-07T06:44:00Z,2022-10-21T11:31:30Z,9465,938,30,0,master,c50abbf5364c93f6bff451e161583aa984a07ea7
446076458,blackjack,setzer22/blackjack,2022-10-23T14:10:01Z,2022-01-09T12:04:03Z,2022-10-23T17:07:13Z,12012,937,31,10,main,f6b771ae4d4faac8cabe47d1f0fde863181f8811
47065398,rust-embed,pyrossh/rust-embed,2022-10-20T16:43:25Z,2015-11-29T13:52:55Z,2022-10-20T14:59:21Z,1217,937,58,2,master,d3c2a92907cae8ccc50d5f33d3fbe0f89e47d2db
83947552,heapless,japaric/heapless,2022-10-22T13:15:06Z,2017-03-05T05:32:09Z,2022-10-20T15:36:39Z,15144,936,120,11,main,62b122eb5b27ba22acfb123b66a3c727a53e283f
286200698,synth,shuttle-hq/synth,2022-10-21T20:17:27Z,2020-08-09T08:51:34Z,2022-10-01T03:29:47Z,33435,936,70,86,master,b7c6188de7f026065c7f3ff16743451bd2eaf4f8
206337472,enarx,enarx/enarx,2022-10-23T17:09:27Z,2019-09-04T14:22:26Z,2022-10-21T12:35:40Z,5447,935,108,265,main,95369b0323aa9925365b3cdf29879b57d202c1d8
450123586,type-exercise-in-rust,skyzh/type-exercise-in-rust,2022-10-22T03:36:14Z,2022-01-20T14:11:37Z,2022-04-12T14:24:37Z,648,935,34,1,master,db662f9367f16ef9bf981c5fb95afee97d988ba6
85336768,tokio-tungstenite,snapview/tokio-tungstenite,2022-10-21T09:28:12Z,2017-03-17T17:15:58Z,2022-08-29T19:24:28Z,242,935,170,15,master,a960ccbf58b0fd9b98f9fcd80f6fd5397fd56882
377617029,Meadowlark,MeadowlarkDAW/Meadowlark,2022-10-23T11:33:21Z,2021-06-16T20:17:42Z,2022-10-20T22:11:38Z,13393,934,27,6,main,fd62d640152e80899d35302cea5af77ab5f0cbff
204553191,cargo-udeps,est31/cargo-udeps,2022-10-20T15:55:56Z,2019-08-26T20:10:57Z,2022-09-22T21:59:54Z,382,931,31,25,master,f6553436203f64e4573b77df808c938acf891b3b
71159954,frunk,lloydmeta/frunk,2022-10-23T09:00:38Z,2016-10-17T16:43:47Z,2022-10-02T06:06:59Z,8372,929,42,22,master,bb4e8d51f0edb582e56731e2482850b80febab22
179140142,coffee,hecrj/coffee,2022-10-20T03:06:51Z,2019-04-02T18:55:55Z,2021-08-10T11:15:02Z,1442,928,49,47,master,5bb04cf8483188582a2adb8c36567242af86f49d
172165671,Symphonia,pdeljanov/Symphonia,2022-10-23T16:39:31Z,2019-02-23T03:16:28Z,2022-10-11T06:09:28Z,1539,927,62,34,master,2323cbcaead077ec08bd4b49974e59c081589973
160787491,rust-skia,rust-skia/rust-skia,2022-10-21T17:02:49Z,2018-12-07T07:25:31Z,2022-10-22T13:04:51Z,5171,926,84,34,master,1ebb4241cfa996b7433413a0084abbab52a2fe08
214794798,watt,dtolnay/watt,2022-10-22T20:22:31Z,2019-10-13T09:42:17Z,2022-10-15T08:25:50Z,571,922,25,18,master,4ac93bc00b1c668bd958d9e21cd13c959da332f1
306524806,vtracer,visioncortex/vtracer,2022-10-23T11:19:34Z,2020-10-23T03:58:35Z,2022-10-13T16:32:07Z,35183,922,78,6,master,7be6882d6be770ba2f0be507f577a5faca2ab54d
330041868,rust_sqlite,joaoh82/rust_sqlite,2022-10-21T13:46:14Z,2021-01-15T23:08:17Z,2022-07-12T08:16:27Z,397,921,52,2,main,688bee97f5842be043caae460777213a52a90bfe
24433348,iron-kaleidoscope,jauhien/iron-kaleidoscope,2022-10-23T11:39:46Z,2014-09-24T21:28:38Z,2022-07-11T22:19:55Z,414,919,76,7,master,fed9a75aa211a829a0b2b099f4bcfcef2079d034
167827177,snafu,shepmaster/snafu,2022-10-22T16:50:51Z,2019-01-27T15:56:35Z,2022-10-21T00:58:02Z,743,919,51,66,main,35dcf44f1fc78b1e4766e149fbe4370f1dc4dcb3
120971961,twiggy,rustwasm/twiggy,2022-10-21T20:28:22Z,2018-02-10T01:01:51Z,2022-10-21T08:10:18Z,4537,919,51,27,master,ae7ef0d6332a663f9d958fba4be3ec5c47274537
80964373,strum,Peternator7/strum,2022-10-22T20:41:08Z,2017-02-05T02:50:40Z,2022-10-15T19:00:20Z,380,918,77,49,master,e772e203dabd58630730c1520a2e2110eaf13fc2
386577829,perseus,framesurge/perseus,2022-10-23T15:58:19Z,2021-07-16T09:12:53Z,2022-10-23T04:08:05Z,138635,915,36,13,main,7a2fa10e8ac6aa06bfe700b6c4bb7bc823f4748d
10066282,ncollide,dimforge/ncollide,2022-10-12T21:49:02Z,2013-05-14T22:27:35Z,2022-10-12T04:39:46Z,8647,915,101,77,master,f3c3ecb3c98d1c2698574372b6b0e9d0032bc0c5
176353330,adblock-rust,brave/adblock-rust,2022-10-21T15:25:58Z,2019-03-18T19:11:43Z,2022-10-21T01:31:20Z,30634,913,90,30,master,03819ae610fd95102930ee86f5b020054624e90a
393235957,risinglight,risinglightdb/risinglight,2022-10-23T08:54:26Z,2021-08-06T03:26:03Z,2022-10-23T17:21:40Z,2231,911,137,61,main,56216728b14e034f7bb7c681bf328400b2ac4e67
158802753,FuchsiaOS-docs-zh_CN,FuchsiaOS/FuchsiaOS-docs-zh_CN,2022-10-19T10:14:17Z,2018-11-23T08:27:30Z,2022-10-15T06:53:56Z,77674,910,187,4,2022,e827e032a5c72f35d8221d6148659124dae19a36
24787887,SolidOak,oakes/SolidOak,2022-10-13T07:44:09Z,2014-10-04T11:30:30Z,2017-07-07T23:02:40Z,468,908,63,17,master,67c32015b88bcc6857e536df5d4da4379f6d0c8c
79542705,smithay,Smithay/smithay,2022-10-23T03:08:30Z,2017-01-20T08:53:24Z,2022-10-22T23:36:32Z,16852,907,91,97,master,30e0584c050dead73ed6080f1b288e885e259a88
241758947,tickrs,tarkah/tickrs,2022-10-16T19:20:00Z,2020-02-20T00:37:35Z,2022-08-17T16:03:10Z,2676,906,42,12,master,db639443af6e99df69c62afad20d1db630178608
14934771,rust-url,servo/rust-url,2022-10-20T00:04:50Z,2013-12-04T20:19:38Z,2022-10-02T14:01:32Z,3775,905,254,96,master,359bc90a4f07224f79cc79c45dc873d44bcd6f14
84448164,cicada,mitnk/cicada,2022-10-18T23:15:11Z,2017-03-09T13:59:51Z,2022-08-30T12:31:39Z,747,905,48,4,master,a20d1ee3b86df7c5afc1f5bd1723f58aaf66adaa
131730961,polonius,rust-lang/polonius,2022-10-23T19:14:52Z,2018-05-01T15:40:59Z,2022-05-02T20:49:36Z,350671,903,59,37,master,981785c101b68ff54663f34557ad85d5e9478dc7
152246072,glam-rs,bitshifter/glam-rs,2022-10-23T12:47:12Z,2018-10-09T12:20:03Z,2022-10-13T15:31:05Z,2396,903,86,17,main,c34a632ffda19c16afcc4f1922aed78fb36c09cc
108700097,Thruster,thruster-rs/Thruster,2022-10-17T17:20:44Z,2017-10-29T02:49:28Z,2022-10-18T18:35:54Z,824,901,38,4,master,d0a995f34ecf685f46d17f04f424f543bc5cf82e
517745858,mvsqlite,losfair/mvsqlite,2022-10-22T14:02:23Z,2022-07-25T16:45:08Z,2022-10-21T18:01:36Z,526,901,24,28,main,d925ec567b328bf88f7892d7b55339e5abee00dc
23695323,android-rs-glue,rust-windowing/android-rs-glue,2022-09-07T15:41:11Z,2014-09-05T08:10:32Z,2020-05-06T13:43:14Z,568,898,99,48,master,3c4c9745eafcfc369514bd687f20b29228077d46
281581923,taskwarrior-tui,kdheepak/taskwarrior-tui,2022-10-22T22:14:48Z,2020-07-22T05:18:43Z,2022-10-13T06:53:22Z,1676,897,48,45,main,9c4fb86bb62e0608024e92566be5021c1e6f9196
432679159,maplibre-rs,maplibre/maplibre-rs,2022-10-23T10:45:56Z,2021-11-28T10:18:22Z,2022-10-23T17:03:02Z,11757,897,48,54,main,79b956ec9b28e898e9d2d6ee605c5050d36b7298
40099437,cargo-outdated,kbknapp/cargo-outdated,2022-10-23T19:20:20Z,2015-08-03T01:39:00Z,2022-10-12T17:06:58Z,728,896,67,57,master,0799aad9797655c567f424101db141b7eb4da2f9
103294928,sniffglue,kpcyrd/sniffglue,2022-10-22T16:04:32Z,2017-09-12T16:26:24Z,2022-07-13T22:44:18Z,938,896,86,11,main,b023b7f9136fb38d425f0276b89bca89176c2629
117340127,bootloader,rust-osdev/bootloader,2022-10-23T14:44:44Z,2018-01-13T12:01:37Z,2022-10-10T10:07:10Z,1095,894,153,54,main,77c952587bf78436b3d6993204e2c4bb3609084a
53496711,cargo-release,crate-ci/cargo-release,2022-10-23T12:42:05Z,2016-03-09T12:40:39Z,2022-10-21T17:38:29Z,2171,893,80,26,master,3be4683b1e7fbeb1fa4bbbd938eb2ae708395a13
163517929,solang,hyperledger/solang,2022-10-22T13:55:03Z,2018-12-29T14:37:56Z,2022-10-21T12:53:33Z,13614,891,124,77,main,aaff82049451874b249fa8a12a609ec665d04a52
28298785,handlebars-rust,sunng87/handlebars-rust,2022-10-21T01:44:05Z,2014-12-21T12:23:33Z,2022-10-23T01:08:43Z,6352,890,107,29,master,9025779b32029b906c2771ab73f9b0b6255eee71
135850301,graphql-client,graphql-rust/graphql-client,2022-10-18T07:25:47Z,2018-06-02T20:32:06Z,2022-09-21T11:32:56Z,1522,889,117,93,main,0776197ad7cfde2c658490e7c7e627a21ed622cb
13411250,fuse-rs,zargony/fuse-rs,2022-10-18T13:59:26Z,2013-10-08T11:13:53Z,2022-08-08T09:39:46Z,632,888,125,52,master,39fde4a5c47ce370d228ac190f950bd835db7f47
128157796,luster,kyren/luster,2022-10-09T12:11:58Z,2018-04-05T04:11:40Z,2019-11-19T07:19:41Z,782,888,35,7,master,05fc0a27c08ef4bded729c4c9e311c5bb46dc363
181870598,inline-python,fusion-engineering/inline-python,2022-10-23T16:51:08Z,2019-04-17T10:40:19Z,2022-09-16T13:51:07Z,94,884,28,10,master,dce5fcdcaab9c6abdd3f04728470423a9a38f303
140157605,riker,riker-rs/riker,2022-10-22T15:51:47Z,2018-07-08T10:21:28Z,2021-11-24T12:53:06Z,366,882,71,44,master,ccd4e5f76f12e5d409c6dcf7e03401391e06b550
100183375,vst-rs,RustAudio/vst-rs,2022-10-22T18:14:49Z,2017-08-13T14:46:09Z,2022-10-19T02:11:21Z,5630,881,82,32,master,8b38c29bb8f25d81bbc6ccf93b6575a7b17a1401
